Coal_100_200,Coal_200_300,Coal_300_400,Coal_400_600,Coal_50_100,Coal_600_800,Coal_800_1000,Coal_All_n_0_100,Coal_All_n_100_200,Coal_All_n_ovr_200,Coal_below_50,Coal_ovr_1000,Gas_100_200,Gas_200_300,Gas_300_400,Gas_400_600,Gas_50_100,Gas_600_800,Gas_800_1000,Gas_All_n_0_100,Gas_All_n_100_200,Gas_All_n_ovr_200,Gas_below_50,Gas_ovr_1000,Nuclear_100_200,Nuclear_200_300,Nuclear_300_400,Nuclear_400_600,Nuclear_50_100,Nuclear_600_800,Nuclear_800_1000,Nuclear_All_n_0_100,Nuclear_All_n_100_200,Nuclear_All_n_ovr_200,Nuclear_below_50,Nuclear_ovr_1000
775.4999999,207.1837448,249.2231826,822.7105872,267.5864197,329.8750296,0,0,0,0,0,0,0,0,0,0,521.4058823,0,0,377.65,1603.946363,3216.76584,178.83,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
775.4999999,140.8837448,249.2231826,1000.877479,267.5864197,329.8750296,0,0,0,0,0,0,0,0,0,0,521.4058823,0,0,377.65,1603.946363,3216.76584,178.83,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
746.6538462,140.8837448,468.0103334,1000.877479,267.5864197,329.8750296,0,0,0,0,0,0,0,0,0,0,521.4058823,0,0,377.65,1603.946363,3216.76584,178.83,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
746.6538462,140.8837448,797.1103334,1468.847479,267.5864197,329.8750296,0,0,0,0,0,0,0,0,0,0,521.4058823,0,0,377.65,1603.946363,3216.76584,178.83,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
746.6538462,140.8837448,797.1103334,1387.963775,267.5864197,329.8750296,0,0,0,0,0,0,0,0,0,0,521.4058823,0,0,377.65,1603.946363,3216.76584,178.83,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
746.6538462,140.8837448,797.1103334,1468.847479,267.5864197,329.8750296,0,0,0,0,0,0,0,0,0,0,521.4058823,0,0,377.65,1603.946363,3216.76584,178.83,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
746.6538462,140.8837448,578.3231826,1290.680587,267.5864197,956.2150296,0,0,0,0,0,0,0,0,0,0,521.4058823,0,0,377.65,1603.946363,3216.76584,178.83,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
746.6538462,140.8837448,578.3231826,1458.698732,267.5864197,956.2150296,0,0,0,0,0,0,0,0,0,0,586.1058823,0,0,377.65,1603.946363,3216.76584,178.83,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
746.6538462,140.8837448,689.6364179,1458.698732,267.5864197,956.2150296,0,0,0,0,0,0,0,0,0,0,650.8058823,0,0,377.65,1603.946363,3216.76584,178.83,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
746.6538462,140.8837448,689.6364179,1926.668732,267.5864197,956.2150296,0,0,75.9375,0,0,0,0,0,0,0,715.5058823,0,0,404.625,1738.946363,3216.76584,198.7,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
746.6538462,140.8837448,752.1470324,1926.668732,267.5864197,956.2150296,0,0,75.9375,0,0,0,0,0,0,0,715.5058823,0,0,404.625,1738.946363,3216.76584,198.7,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
788.550398,140.8837448,752.1470324,1926.668732,267.5864197,1029.423601,0,0,75.9375,0,0,0,0,0,0,0,780.2058823,0,0,404.625,1738.946363,3216.76584,198.7,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
788.550398,140.8837448,752.1470324,1926.668732,267.5864197,956.2150296,0,0,0,0,0,0,0,0,0,0,715.5058823,0,0,404.625,1873.946363,3452.70584,218.57,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
788.550398,140.8837448,752.1470324,1926.668732,267.5864197,956.2150296,0,0,0,0,0,0,0,0,0,0,715.5058823,0,0,404.625,1873.946363,3452.70584,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
788.550398,140.8837448,752.1470324,1845.785028,267.5864197,956.2150296,0,0,0,0,0,0,0,0,0,0,586.1058823,0,0,404.625,1873.946363,3216.76584,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
746.6538462,140.8837448,752.1470324,1845.785028,267.5864197,956.2150296,0,0,0,0,0,0,0,0,0,0,586.1058823,0,0,404.625,1873.946363,3335.127767,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
746.6538462,140.8837448,752.1470324,1845.785028,267.5864197,956.2150296,0,26.975,0,0,0,0,0,0,0,0,586.1058823,0,0,404.625,1873.946363,3335.127767,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
746.6538462,140.8837448,752.1470324,1845.785028,267.5864197,956.2150296,0,26.975,0,0,0,0,0,0,0,0,586.1058823,0,0,404.625,1873.946363,3335.127767,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
746.6538462,140.8837448,752.1470324,1845.785028,267.5864197,956.2150296,0,26.975,0,0,0,0,0,0,0,0,586.1058823,0,0,404.625,1738.946363,3335.127767,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
746.6538462,140.8837448,689.6364179,1845.785028,267.5864197,1314.123601,0,26.975,0,0,0,0,0,0,0,0,586.1058823,0,0,404.625,1603.946363,3335.127767,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
746.6538462,140.8837448,689.6364179,1677.766884,267.5864197,687.7836014,0,26.975,0,0,0,0,0,0,0,0,586.1058823,0,0,404.625,1603.946363,3216.76584,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
746.6538462,260.5148528,689.6364179,1677.766884,267.5864197,329.8750296,0,26.975,0,0,0,0,0,0,0,0,586.1058823,0,0,377.65,1603.946363,3216.76584,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
746.6538462,260.5148528,689.6364179,1677.766884,267.5864197,329.8750296,0,26.975,0,0,0,0,0,0,0,0,586.1058823,0,0,377.65,1603.946363,3216.76584,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
746.6538462,249.7997014,689.6364179,1677.766884,267.5864197,329.8750296,0,26.975,0,0,0,0,0,0,0,0,586.1058823,0,0,377.65,1603.946363,3216.76584,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
746.6538462,249.7997014,689.6364179,1209.796884,267.5864197,329.8750296,0,26.975,0,0,0,0,0,0,0,0,586.1058823,0,0,377.65,1603.946363,3216.76584,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
746.6538462,249.7997014,360.5364179,935.94,267.5864197,329.8750296,0,26.975,0,0,0,0,0,0,0,0,650.8058823,0,0,377.65,1603.946363,3216.76584,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
746.6538462,206.9390953,612.2011237,1165.72796,267.5864197,329.8750296,0,26.975,0,0,0,0,0,0,0,0,650.8058823,0,0,377.65,1468.946363,3216.76584,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
746.6538462,206.9390953,612.2011237,1165.72796,267.5864197,329.8750296,0,26.975,0,0,0,0,0,0,0,0,715.5058823,0,0,377.65,1468.946363,3216.76584,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
746.6538462,140.8837448,612.2011237,1165.72796,267.5864197,329.8750296,0,26.975,0,0,0,0,0,0,0,0,715.5058823,0,0,377.65,1468.946363,3216.76584,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
746.6538462,140.8837448,486.3687708,1633.69796,267.5864197,329.8750296,0,26.975,0,0,0,0,0,0,0,0,715.5058823,0,0,377.65,1468.946363,3216.76584,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
746.6538462,140.8837448,486.3687708,1633.69796,267.5864197,329.8750296,0,26.975,0,0,0,0,0,0,0,0,650.8058823,0,0,377.65,1603.946363,2980.82584,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
746.6538462,140.8837448,157.2687708,1165.72796,267.5864197,329.8750296,0,26.975,0,0,0,0,0,0,0,0,650.8058823,0,0,377.65,1333.946363,2980.82584,178.83,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
881.6538462,140.8837448,159.2335468,1165.72796,267.5864197,329.8750296,0,26.975,0,0,0,0,0,0,0,0,650.8058823,0,0,377.65,1333.946363,2980.82584,178.83,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
923.550398,140.8837448,389.1578385,1165.72796,267.5864197,329.8750296,0,26.975,0,0,0,0,0,0,0,0,650.8058823,0,0,377.65,1333.946363,2980.82584,178.83,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
881.6538462,140.8837448,263.3254856,1165.72796,267.5864197,329.8750296,0,26.975,0,0,0,0,0,0,0,0,650.8058823,0,0,377.65,1333.946363,2980.82584,178.83,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
881.6538462,149.9246539,263.3254856,1244.232731,300.7659069,329.8750296,0,26.975,0,0,0,0,0,0,0,0,650.8058823,0,0,377.65,1198.946363,2980.82584,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
881.6538462,149.9246539,263.3254856,1364.454323,300.7659069,329.8750296,0,26.975,0,0,0,0,0,0,0,0,650.8058823,0,0,377.65,1198.946363,2679.29963,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
881.6538462,149.9246539,263.3254856,1285.949552,300.7659069,329.8750296,0,26.975,0,0,0,0,0,0,0,0,650.8058823,0,0,377.65,1198.946363,2679.29963,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
1016.653846,91.42465396,718.2578385,1633.69796,300.7659069,329.8750296,0,26.975,0,0,0,0,0,0,0,0,586.1058823,0,0,377.65,1198.946363,2679.29963,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
1016.653846,91.42465396,718.2578385,2101.66796,300.7659069,329.8750296,0,26.975,0,0,0,0,0,0,0,0,586.1058823,0,0,377.65,1063.946363,2679.29963,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
1016.653846,91.42465396,718.2578385,2101.66796,267.5864197,329.8750296,0,26.975,0,0,0,0,0,0,0,0,586.1058823,0,0,377.65,1063.946363,2679.29963,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
1016.653846,91.42465396,718.2578385,2101.66796,267.5864197,329.8750296,0,26.975,0,0,0,0,0,0,0,0,586.1058823,0,0,377.65,1198.946363,2679.29963,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
1016.653846,91.42465396,718.2578385,2101.66796,267.5864197,329.8750296,0,26.975,0,0,0,0,0,0,0,0,586.1058823,0,0,377.65,1063.946363,2679.29963,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
1016.653846,91.42465396,718.2578385,2101.66796,267.5864197,956.2150296,0,26.975,0,0,0,0,0,0,0,0,586.1058823,0,0,377.65,928.9463632,2679.29963,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
1016.653846,91.42465396,718.2578385,2101.66796,267.5864197,956.2150296,0,26.975,0,0,0,0,0,0,0,0,521.4058823,0,0,377.65,928.9463632,2679.29963,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
949.1538462,91.42465396,718.2578385,2101.66796,267.5864197,956.2150296,0,26.975,0,0,0,0,0,0,0,0,456.7058823,0,0,377.65,928.9463632,2679.29963,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
949.1538462,91.42465396,718.2578385,2101.66796,267.5864197,956.2150296,0,26.975,0,0,0,0,0,0,0,0,456.7058823,0,0,377.65,928.9463632,2679.29963,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
949.1538462,91.42465396,718.2578385,2361.075703,267.5864197,956.2150296,0,26.975,0,0,0,0,0,0,0,0,456.7058823,0,0,377.65,928.9463632,2679.29963,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
949.1538462,91.42465396,574.0400106,2829.045703,267.5864197,956.2150296,0,26.975,0,0,0,0,0,0,0,0,456.7058823,0,0,377.65,928.9463632,2679.29963,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
949.1538462,91.42465396,574.0400106,2799.517959,267.5864197,858.6036009,0,26.975,0,0,0,0,0,0,0,0,456.7058823,0,0,377.65,928.9463632,2679.29963,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
949.1538462,91.42465396,574.0400106,2926.576736,267.5864197,858.6036009,0,26.975,0,0,0,0,0,0,0,0,456.7058823,0,0,377.65,928.9463632,2679.29963,158.96,0,0,0,0,0,0,0,0,0,0,0,0,12.11818568
949.1538462,312.424654,574.0400106,2986.705959,267.5864197,232.2636009,0,26.975,0,0,0,0,0,0,0,0,521.4058823,0,0,404.625,928.9463632,3858.99963,158.96,0,0,0,0,0,0,0,0,0,0,0,0,17.79660076
949.1538462,312.424654,574.0400106,2756.82596,267.5864197,232.2636009,0,26.975,0,0,0,0,0,0,0,0,521.4058823,0,0,404.625,928.9463632,3858.99963,158.96,0,0,0,0,0,0,0,0,0,0,0,0,17.79660076
949.1538462,312.424654,574.0400106,2288.85596,202.8864197,232.2636009,0,26.975,0,0,0,0,0,0,0,0,521.4058823,0,0,404.625,928.9463632,3858.99963,158.96,0,0,0,0,0,0,0,0,0,0,0,0,17.79660076
949.1538462,312.424654,574.0400106,2395.493191,202.8864197,232.2636009,0,26.975,0,0,0,0,0,0,0,0,521.4058823,0,0,404.625,928.9463632,3858.99963,158.96,0,0,0,0,0,0,0,0,0,0,0,0,17.79660076
