bus_10003,bus_10006,bus_13003,bus_13012,bus_13022,bus_13026,bus_20003,bus_20007,bus_20012,bus_21004
0.6387177257566965,0.6552131247210713,0.5348709639299999,0.4791654392142856,0.4791654392142856,0.4791654392142856,0.8290425675535715,1.0,1.0,0.9558325524485713
0.644338547534375,0.6413862405542858,0.46580614912000007,0.4852251792816964,0.4852251792816964,0.4852251792816964,0.8698479648085714,0.9100128432617857,0.9100128432617857,0.9465514301835714
0.6897947050312498,0.6737592873614285,0.5294933367999999,0.5053213645645536,0.5053213645645536,0.5053213645645536,0.9005824685742857,0.9479086153761607,0.9479086153761607,0.9904823193526784
0.7036018857374999,0.6503781327381248,0.5093465094399999,0.5174729131585715,0.5174729131585715,0.5174729131585715,0.9089389764060714,1.0,1.0,0.8795009858514287
0.678780361803482,0.6237280527410716,0.48514614849999993,0.6104090480401785,0.6104090480401785,0.6104090480401785,0.9051932261339286,1.0,1.0,0.9860238746227677
0.6104414360442856,0.6427439005957143,0.4839779776399999,0.5393658196757142,0.5393658196757142,0.5393658196757142,0.9075001839366071,0.9876275197889285,0.9876275197889285,0.9888655831617857
0.6278479381714286,0.6217593894775001,0.53822234912,0.6040401318907143,0.6040401318907143,0.6040401318907143,0.8755784342628571,0.9741346886763391,0.9741346886763391,1.0
0.6251605580489286,0.5631307225328571,0.6130857083199999,0.6156632018282142,0.6156632018282142,0.6156632018282142,0.8805530821986606,1.0,1.0,1.0
0.7157298468846428,0.5555565101685714,0.5511588264,0.6427517265111606,0.6427517265111606,0.6427517265111606,0.9083413713846428,1.0,1.0,1.0
0.6230090428128572,0.5603417671242857,0.5956214183999999,0.668664532142857,0.668664532142857,0.668664532142857,0.8809786598214285,1.0,1.0,1.0
0.6056859821180357,0.56512702408,0.647871394,0.7555934446428572,0.7555934446428572,0.7555934446428572,0.8923720621055358,1.0,1.0,0.9973247680714286
0.6223250089285713,0.5430521713542857,0.63984959274,0.6807025889571429,0.6807025889571429,0.6807025889571429,0.9454024893058035,1.0,1.0,1.0
0.5845057338958929,0.6805477045628571,0.74746038208,0.6771931589444643,0.6771931589444643,0.6771931589444643,0.8879279349353572,1.0,1.0,0.9967975830803568
0.671524240429732,0.65931994238,0.732058636,0.7565490710671429,0.7565490710671429,0.7565490710671429,0.9786309624888394,1.0,1.0,1.0
0.6345434718748213,0.7286765640932142,0.76175118824,0.7284737863732142,0.7284737863732142,0.7284737863732142,0.9546365752165179,1.0,1.0,0.9983792393348216
0.6288476700978571,0.6511925631833929,0.7366518710800001,0.6904479532705357,0.6904479532705357,0.6904479532705357,0.9347426912360715,1.0,1.0,1.0
0.6330723442753571,0.7257316837828572,0.74945082017,0.6969506303121428,0.6969506303121428,0.6969506303121428,0.975846028652857,1.0,1.0,0.9048164147100001
0.6142400485915177,0.7107672617250893,0.7329414798399999,0.7379910803571429,0.7379910803571429,0.7379910803571429,0.9325225378638393,0.9823416776828571,0.9823416776828571,0.9345717838510714
0.6177766495312499,0.7138469093285713,0.8014777947499998,0.7176851598939284,0.7176851598939284,0.7176851598939284,0.9350013880727679,1.0,1.0,0.964162442982857
0.5534933549657142,0.7493791828114287,0.8037757003199999,0.6952186655460714,0.6952186655460714,0.6952186655460714,0.9173596187753572,0.9661510326517855,0.9661510326517855,0.9564412946428572
0.6765814071919642,0.7292586428683034,0.7509790449099999,0.7395404987053573,0.7395404987053573,0.7395404987053573,0.9481805989517856,0.9905450174285713,0.9905450174285713,0.9428511430607143
0.6302832364658928,0.6921937724967857,0.76187034884,0.6589974656527678,0.6589974656527678,0.6589974656527678,0.9504053038660712,0.9762373684285713,0.9762373684285713,0.8745101224267857
0.6368226336449105,0.7337108822410715,0.7430699028999999,0.7569090495460713,0.7569090495460713,0.7569090495460713,0.9591305846329465,1.0,1.0,0.9414267650585715
0.6999240487499999,0.700241236773482,0.76940418857,0.7973042266660714,0.7973042266660714,0.7973042266660714,0.8667212764385716,0.9880247802796427,0.9880247802796427,0.9970347216371427
0.7138467826375893,0.7448773408792857,0.8329187629999999,0.7631462869232142,0.7631462869232142,0.7631462869232142,0.8619768149996428,1.0,1.0,0.9704383335267857
0.7195971407385714,0.7593008987446429,0.7604887883199999,0.8131156893432143,0.8131156893432143,0.8131156893432143,0.8620510623794643,0.9320411889732142,0.9320411889732142,1.0
0.7544668904840179,0.7683604270399108,0.8885214522399998,0.7925777204428572,0.7925777204428572,0.7925777204428572,0.8213977926339284,0.9913112026725001,0.9913112026725001,0.9995241543557143
0.6634451786071428,0.819534284507232,0.8289945551899998,0.7717826808714287,0.7717826808714287,0.7717826808714287,0.8996579612290178,1.0,1.0,1.0
0.7285814978957142,0.7871309499999999,0.8855868116099999,0.7538542113189284,0.7538542113189284,0.7538542113189284,0.829832187093125,0.9744883366557142,0.9744883366557142,1.0
0.73896885128625,0.8445889221093749,0.78352165359,0.7995943319971428,0.7995943319971428,0.7995943319971428,0.8255461223439283,1.0,1.0,0.931604250396786
0.7127538747142856,0.8227539159543749,0.797269,0.7227536556066964,0.7227536556066964,0.7227536556066964,0.8558994081885712,1.0,1.0,0.959630033125
0.7151683323325,0.7864136804985714,0.8534916777600001,0.7606581721959819,0.7606581721959819,0.7606581721959819,0.8307605692142856,1.0,1.0,0.886736378223214
0.7348290754285715,0.7831938855758037,0.81353837264,0.7368237535982143,0.7368237535982143,0.7368237535982143,0.8472382429614286,0.988776006306875,0.988776006306875,0.9005921790692857
0.7549449161393749,0.8231330039101785,0.80631497784,0.7166529351240178,0.7166529351240178,0.7166529351240178,0.875013305542857,0.9787376053312499,0.9787376053312499,0.9193969882142858
0.7053449863014286,0.7664040958669645,0.8033834496,0.7212239483485712,0.7212239483485712,0.7212239483485712,0.8496491644933035,0.9491380752799997,0.9491380752799997,0.8638333129391071
0.7891778849575,0.7301046513288393,0.8663739532299998,0.6387552948550893,0.6387552948550893,0.6387552948550893,0.8194076853160713,0.9411896643846427,0.9411896643846427,0.8543049601385715
0.7485221121428571,0.7850723847548212,0.8165077239999998,0.6359953628123215,0.6359953628123215,0.6359953628123215,0.8040089320944641,0.9256407699488391,0.9256407699488391,0.8727867691960716
0.7545347809814286,0.8187984317857143,0.74612754706,0.6887052083749999,0.6887052083749999,0.6887052083749999,0.7363932208257141,0.8873433425999998,0.8873433425999998,0.9116312802210714
0.7945910563942856,0.7515521490714285,0.6980227086899999,0.6283048644922322,0.6283048644922322,0.6283048644922322,0.7531692590414285,0.8713841608114286,0.8713841608114286,0.8530668976961606
0.7904158083082143,0.66204975323625,0.7452484574,0.6488636867608033,0.6488636867608033,0.6488636867608033,0.7951438734702677,0.7912408002560714,0.7912408002560714,0.8267307341285715
0.7141953751796428,0.7512334242465178,0.7587081959999997,0.5769209058819642,0.5769209058819642,0.5769209058819642,0.8610297054171427,0.8489569071499999,0.8489569071499999,0.8771022715876784
0.719844470717143,0.6935703595170536,0.6953088048,0.6264233897685714,0.6264233897685714,0.6264233897685714,0.8016073089642857,0.8507025885996427,0.8507025885996427,0.8727275244816963
0.7320809931885714,0.6948773409283926,0.7283790647599999,0.6300205558035714,0.6300205558035714,0.6300205558035714,0.7871823660393751,0.8471562504289285,0.8471562504289285,0.9136721663214287
0.7177043251410715,0.7044728218625893,0.7057857422299998,0.6330627326309821,0.6330627326309821,0.6330627326309821,0.7672414468569642,0.9094561610874999,0.9094561610874999,0.8919204840475
