bus_10003,bus_10006,bus_13003,bus_13012,bus_13022,bus_13026,bus_20003,bus_20007,bus_20012,bus_21004
0.5622880653688622,0.7639147605406327,0.8552271049889828,0.7980299629603045,0.8588168699170659,0.7800783594090138,0.7733839528235674,0.7884007127707674,0.6165327827022856,0.3273731122968401
0.5656802042208073,0.7467987622653486,0.8410877646345168,0.7844856950485166,0.8332545820017505,0.7767702469651683,0.7792430726261782,0.8054399663858611,0.621760244563529,0.3476537838272692
0.5690723430727525,0.7296827639900645,0.826948424280051,0.7709414271367289,0.8076922940864352,0.7734621345213226,0.7851021924287891,0.8224792200009547,0.6269877064247722,0.36793445535769836
0.5724644819246976,0.7125667657147804,0.812809083925585,0.757397159224941,0.7821300061711198,0.7701540220774771,0.7909613122313999,0.8395184736160485,0.6322151682860155,0.3882151268881275
0.5718242493100708,0.7007351553722349,0.8165662755208379,0.7487426728099722,0.7573833827199052,0.7499822421656158,0.8184463217350253,0.8388593935443648,0.637367139599177,0.39106500972914854
0.5711840166954439,0.6889035450296892,0.8203234671160907,0.7400881863950034,0.7326367592686907,0.7298104622537546,0.8459313312386508,0.8382003134726812,0.6425191109123385,0.39391489257016965
0.5705437840808172,0.6770719346871437,0.8240806587113436,0.7314336999800346,0.7078901358174761,0.7096386823418933,0.8734163407422763,0.8375412334009975,0.6476710822255,0.3967647754111907
0.5633623205931265,0.655328232525627,0.8312513040263988,0.7338226311571425,0.7126770210416381,0.6835585964604359,0.8704844199434794,0.8497237671416017,0.6515970435922105,0.39931988562505843
0.556180857105436,0.6335845303641103,0.8384219493414541,0.7362115623342504,0.7174639062658,0.6574785105789787,0.8675524991446825,0.861906300882206,0.655523004958921,0.4018749958389261
0.5489993936177453,0.6118408282025937,0.8455925946565093,0.7386004935113584,0.7222507914899621,0.6313984246975213,0.8646205783458856,0.8740888346228102,0.6594489663256315,0.40443010605279384
0.5458840279214384,0.6460256409973196,0.8173035005327951,0.7278209279094991,0.7349304555812383,0.6725809192536923,0.8484662207187973,0.8486445083732299,0.6660404510792421,0.4073141751001915
0.5427686622251314,0.6802104537920456,0.7890144064090809,0.7170413623076399,0.7476101196725146,0.7137634138098635,0.8323118630917089,0.8232001821236496,0.6726319358328527,0.41019824414758915
0.5396532965288245,0.7143952665867715,0.7607253122853668,0.7062617967057807,0.7602897837637907,0.7549459083660346,0.8161575054646206,0.7977558558740694,0.6792234205864633,0.41308231319498684
0.6066718362138486,0.7733181481704804,0.7478262320900507,0.7030264415345971,0.788464378883121,0.8002261836361846,0.7948839675283015,0.7739033649194259,0.6861318766061267,0.416549813535975
0.6736903758988726,0.8322410297541891,0.7349271518947346,0.6997910863634135,0.8166389740024514,0.8455064589063346,0.7736104295919823,0.7500508739647823,0.69304033262579,0.42001731387696306
0.7407089155838966,0.891163911337898,0.7220280716994185,0.6965557311922299,0.8448135691217817,0.8907867341764846,0.7523368916556632,0.7261983830101388,0.6999487886454534,0.4234848142179512
0.8203937670986126,0.9274426075585986,0.7465281139296293,0.7450025699131614,0.8965423794145212,0.9271911561176563,0.7264435941463754,0.7239435798778929,0.6982528770922735,0.42945903550512377
0.9000786186133285,0.9637213037792993,0.7710281561598399,0.793449408634093,0.9482711897072605,0.9635955780588282,0.7005502966370877,0.7216887767456469,0.6965569655390934,0.43543325679229633
0.9797634701280444,1.0,0.7955281983900506,0.8418962473550244,1.0,1.0,0.6746569991277999,0.719433973613401,0.6948610539859135,0.4414074780794689
0.9865089800853629,1.0,0.8225899474985873,0.8774588829411637,1.0,1.0,0.6898823295906633,0.7483223177543604,0.6890487224298317,0.4438445563629445
0.9932544900426815,1.0,0.849651696607124,0.9130215185273031,1.0,1.0,0.7051076600535268,0.7772106618953198,0.68323639087375,0.4462816346464202
1.0,1.0,0.8767134457156607,0.9485841541134423,1.0,1.0,0.7203329905163902,0.8060990060362793,0.6774240593176682,0.4487187129298958
1.0,1.0,0.8828046935923791,0.9482404019177934,1.0,1.0,0.7460005157510373,0.8233189094303506,0.697453487626555,0.45016972319303333
1.0,1.0,0.8888959414690975,0.9478966497221445,1.0,1.0,0.7716680409856845,0.840538812824422,0.7174829159354418,0.4516207334561709
1.0,1.0,0.8949871893458159,0.9475528975264955,1.0,1.0,0.7973355662203316,0.8577587162184933,0.7375123442443285,0.4530717437193084
0.9892036520582346,1.0,0.8810207560591784,0.9301563746707155,0.9914343406005995,1.0,0.802373528367101,0.8532459570005134,0.7573673157735908,0.45974048014872987
0.978407304116469,1.0,0.867054322772541,0.9127598518149356,0.9828686812011991,1.0,0.8074114905138704,0.8487331977825335,0.7772222873028531,0.46640921657815126
0.9676109561747036,1.0,0.8530878894859035,0.8953633289591556,0.9743030218017986,1.0,0.8124494526606397,0.8442204385645536,0.7970772588321154,0.4730779530075727
0.9520805224341254,0.9948188315414,0.8364638924850214,0.8795007227080233,0.9502926066843901,0.9989257486062942,0.8046312167247387,0.8330651878328991,0.7993338742797963,0.4850387336849371
0.9365500886935473,0.9896376630828,0.8198398954841392,0.863638116456891,0.9262821915669817,0.9978514972125886,0.7968129807888376,0.8219099371012444,0.801590489727477,0.4969995143623015
0.9210196549529691,0.9844564946242,0.803215898483257,0.8477755102057587,0.9022717764495731,0.9967772458188828,0.7889947448529365,0.8107546863695898,0.8038471051751579,0.5089602950396659
0.8996436009198175,0.968721030060522,0.788300412362158,0.8311260067828097,0.8797435937487686,0.9783779221432737,0.7782327545203738,0.799217820546431,0.7958823413968333,0.5162782135820977
0.8782675468866659,0.952985565496844,0.7733849262410589,0.8144765033598607,0.8572154110479641,0.9599785984676644,0.767470764187811,0.787680954723272,0.7879175776185089,0.5235961321245295
0.8568914928535143,0.937250100933166,0.7584694401199599,0.7978269999369116,0.8346872283471596,0.9415792747920553,0.7567087738552483,0.7761440889001132,0.7799528138401843,0.5309140506669613
0.8425909336942027,0.9331211862633808,0.7461373163033463,0.7834042327310753,0.8216373078605937,0.9379065371066272,0.7465591044740282,0.7654959458386945,0.7697377663816056,0.5305208054628855
0.8282903745348911,0.9289922715935957,0.7338051924867329,0.7689814655252389,0.8085873873740278,0.9342337994211992,0.7364094350928082,0.7548478027772758,0.7595227189230268,0.5301275602588097
0.8139898153755795,0.9248633569238105,0.7214730686701194,0.7545586983194026,0.795537466887462,0.9305610617357711,0.7262597657115881,0.7441996597158571,0.7493076714644481,0.5297343150547339
0.7994581734920687,0.9000196974884938,0.7098605116211287,0.7415171556405472,0.777547018088737,0.9089428788112268,0.7151192196288202,0.7332728177068204,0.7389625665930363,0.523973543057516
0.784926531608558,0.875176038053177,0.6982479545721381,0.7284756129616917,0.7595565692900123,0.8873246958866825,0.7039786735460523,0.7223459756977837,0.7286174617216243,0.5182127710602982
0.7703948897250472,0.8503323786178603,0.6866353975231474,0.7154340702828363,0.7415661204912873,0.8657065129621382,0.6928381274632843,0.711419133688747,0.7182723568502125,0.5124519990630803
